,id_text,id_forum,text,type,tagger,pasien,usia_pasien,penyakit,gejala,kapan,periode,tindakan,outcome,pertanyaan,pembuka,penyebab,prakondisi,objek,penutup,referensi,artikel,observasi,clean_no_stopwords,remove_char,clean_stopwords
148,149,24,"Oleh karena itu, adanya gagal jantung dan bradikardia perlu ditangani oleh dokter jantung seoptimal mungkin untuk mencegah komplikasi yang tidak diharapkan",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Oleh karena itu, adanya gagal jantung dan bradikardia perlu ditangani oleh dokter jantung seoptimal mungkin untuk mencegah komplikasi yang tidak diharapkan",oleh karena itu adanya gagal jantung dan bradikardia perlu ditangani oleh dokter jantung seoptimal mungkin untuk mencegah komplikasi yang tidak diharapkan,gagal jantung bradikardia ditangani dokter jantung seoptimal mencegah komplikasi diharapkan
149,150,24,"Pada umumnya, detak jantung manusia yang normal berkisar 60-100x permenit",a,f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Pada umumnya, detak jantung manusia yang normal berkisar 60-100x permenit",pada umumnya detak jantung manusia yang normal berkisar 60-100x permenit,detak jantung manusia normal berkisar 60-100x permenit
150,151,24,Bila detak jantung manusia lebih dari 100x/menit disebut juga dengan takikardia,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bila detak jantung manusia lebih dari 100x/menit disebut juga dengan takikardia,bila detak jantung manusia lebih dari 100xmenit disebut juga dengan takikardia,detak jantung manusia 100xmenit takikardia
151,152,24,Sedangkan bila detak jantung kurang dari 60x/menit disebut juga bradikardia,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sedangkan bila detak jantung kurang dari 60x/menit disebut juga bradikardia,sedangkan bila detak jantung kurang dari 60xmenit disebut juga bradikardia,detak jantung 60xmenit bradikardia
152,153,24,"Pasien dengan bradikardia dapat terjadi secara normal sebagai respon tubuh untuk menyesuaikan diri terhadap kondisi klinisnya, seperti pada olah ragawan, dimana detak jantung olah ragawan dapat berada di bawah 60x/menit namun hal ini normal untuk dia",a,f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Pasien dengan bradikardia dapat terjadi secara normal sebagai respon tubuh untuk menyesuaikan diri terhadap kondisi klinisnya, seperti pada olah ragawan, dimana detak jantung olah ragawan dapat berada di bawah 60x/menit namun hal ini normal untuk dia",pasien dengan bradikardia dapat terjadi secara normal sebagai respon tubuh untuk menyesuaikan diri terhadap kondisi klinisnya seperti pada olah ragawan dimana detak jantung olah ragawan dapat berada di bawah 60xmenit namun hal ini normal untuk dia,pasien bradikardia normal respon tubuh menyesuaikan kondisi klinisnya olah ragawan dimana detak jantung olah ragawan 60xmenit normal
153,154,24,"Sedangkan pada manusia secara umum, detak jantung dibawah 60x/menit akan memberikan dampak klinis yang bermakna bagi pasien, seperti Pusing, Sakit kepala, Keringat dingin, Sesak nafas, Pucat, Pingsan, Lemas Keluhan-keluhan ini muncul karena tubuh tidak dapat mengkompensasi kurangnya suplai oksigen atau darah pada saat detak jantung berada di bawah normal",a,f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Sedangkan pada manusia secara umum, detak jantung dibawah 60x/menit akan memberikan dampak klinis yang bermakna bagi pasien, seperti Pusing, Sakit kepala, Keringat dingin, Sesak nafas, Pucat, Pingsan, Lemas Keluhan-keluhan ini muncul karena tubuh tidak dapat mengkompensasi kurangnya suplai oksigen atau darah pada saat detak jantung berada di bawah normal",sedangkan pada manusia secara umum detak jantung dibawah 60xmenit akan memberikan dampak klinis yang bermakna bagi pasien seperti pusing sakit kepala keringat dingin sesak nafas pucat pingsan lemas keluhan-keluhan ini muncul karena tubuh tidak dapat mengkompensasi kurangnya suplai oksigen atau darah pada saat detak jantung berada di bawah normal,manusia detak jantung dibawah 60xmenit dampak klinis bermakna pasien pusing sakit kepala keringat dingin sesak nafas pucat pingsan lemas keluhan-keluhan muncul tubuh mengkompensasi kurangnya suplai oksigen darah detak jantung normal
154,155,24,"Sehingga, setiap sistem tubuh akan memberikan respon yang tidak nyaman bagi pasien sampai pingsan",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sehingga, setiap sistem tubuh akan memberikan respon yang tidak nyaman bagi pasien sampai pingsan",sehingga setiap sistem tubuh akan memberikan respon yang tidak nyaman bagi pasien sampai pingsan,sistem tubuh respon nyaman pasien pingsan
155,156,24,"Sedangkan penyebab dari bradikardia dapat dipicu oleh Penyakit jantung, serangan jantung, Kalium darah berlebihan, Efek samping obat, Tekanan darah rendah, Hipotiroidisme atau kadar hormon tiroid yang rendah Dengan demikian, adanya bradikardia yang terjadi seperti yang dialami oleh orang tua Anda kemungkinan dipicu oleh adanyasatu atau beberapa kondisi diatas atau mungkin dipicu oleh adanya penyakit jantung yang pernah dan sampai sekarang mungkin mengganggu",a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Sedangkan penyebab dari bradikardia dapat dipicu oleh Penyakit jantung, serangan jantung, Kalium darah berlebihan, Efek samping obat, Tekanan darah rendah, Hipotiroidisme atau kadar hormon tiroid yang rendah Dengan demikian, adanya bradikardia yang terjadi seperti yang dialami oleh orang tua Anda kemungkinan dipicu oleh adanyasatu atau beberapa kondisi diatas atau mungkin dipicu oleh adanya penyakit jantung yang pernah dan sampai sekarang mungkin mengganggu",sedangkan penyebab dari bradikardia dapat dipicu oleh penyakit jantung serangan jantung kalium darah berlebihan efek samping obat tekanan darah rendah hipotiroidisme atau kadar hormon tiroid yang rendah dengan demikian adanya bradikardia yang terjadi seperti yang dialami oleh orang tua anda kemungkinan dipicu oleh adanyasatu atau beberapa kondisi diatas atau mungkin dipicu oleh adanya penyakit jantung yang pernah dan sampai sekarang mungkin mengganggu,penyebab bradikardia dipicu penyakit jantung serangan jantung kalium darah efek samping obat tekanan darah rendah hipotiroidisme kadar hormon tiroid rendah bradikardia dialami orang tua dipicu adanyasatu kondisi diatas dipicu penyakit jantung mengganggu
156,157,24,Semakin menurunnya fungsi jantung dalam menjalankan fungsinya menyebabkan detak jantung menurun dan dapat berbahaya bagi pasien bila hal ini tidak terkontrol dengan baik,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Semakin menurunnya fungsi jantung dalam menjalankan fungsinya menyebabkan detak jantung menurun dan dapat berbahaya bagi pasien bila hal ini tidak terkontrol dengan baik,semakin menurunnya fungsi jantung dalam menjalankan fungsinya menyebabkan detak jantung menurun dan dapat berbahaya bagi pasien bila hal ini tidak terkontrol dengan baik,menurunnya fungsi jantung menjalankan fungsinya menyebabkan detak jantung menurun berbahaya pasien terkontrol
157,158,24,"Bila bradikardia tidak terkontrol dengan baik atau tidak ditangani dengan baik dapat menyebabkan Sesak nafas, Gagal jantung, Nyeri dada/chest pain, Sinkop Sehingga bila saat ini dokter menyatakan adanya gagal jantung dengan bradikardia, maka fungsi jantung sudah semakin menurun dengan segala penyertanya, dan risiko ini perlu dievaluasi secara berkala dan perlu kiranya mengikuti terus anjuran dan rekomendasi dari dokter yang merawat ibu Anda",a,f,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Bila bradikardia tidak terkontrol dengan baik atau tidak ditangani dengan baik dapat menyebabkan Sesak nafas, Gagal jantung, Nyeri dada/chest pain, Sinkop Sehingga bila saat ini dokter menyatakan adanya gagal jantung dengan bradikardia, maka fungsi jantung sudah semakin menurun dengan segala penyertanya, dan risiko ini perlu dievaluasi secara berkala dan perlu kiranya mengikuti terus anjuran dan rekomendasi dari dokter yang merawat ibu Anda",bila bradikardia tidak terkontrol dengan baik atau tidak ditangani dengan baik dapat menyebabkan sesak nafas gagal jantung nyeri dadachest pain sinkop sehingga bila saat ini dokter menyatakan adanya gagal jantung dengan bradikardia maka fungsi jantung sudah semakin menurun dengan segala penyertanya dan risiko ini perlu dievaluasi secara berkala dan perlu kiranya mengikuti terus anjuran dan rekomendasi dari dokter yang merawat ibu anda,bradikardia terkontrol ditangani menyebabkan sesak nafas gagal jantung nyeri dadachest pain sinkop dokter gagal jantung bradikardia fungsi jantung menurun penyertanya risiko dievaluasi berkala mengikuti anjuran rekomendasi dokter merawat
158,159,24,Diskusikan dengan dokter yang merawat ibu Anda berkaitan dengan usaha perawatan mandiri yang perlu dilakukan dan usaha apa saja untuk membantu mengurangi beban jantung berlebihan,a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Diskusikan dengan dokter yang merawat ibu Anda berkaitan dengan usaha perawatan mandiri yang perlu dilakukan dan usaha apa saja untuk membantu mengurangi beban jantung berlebihan,diskusikan dengan dokter yang merawat ibu anda berkaitan dengan usaha perawatan mandiri yang perlu dilakukan dan usaha apa saja untuk membantu mengurangi beban jantung berlebihan,diskusikan dokter merawat berkaitan usaha perawatan mandiri usaha membantu mengurangi beban jantung
159,160,24,Usaha-usaha ini dapat membantu mengurangi keluhan dan mencegah penurunan fungsi jantung yang semakin tidak terkontrol,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Usaha-usaha ini dapat membantu mengurangi keluhan dan mencegah penurunan fungsi jantung yang semakin tidak terkontrol,usaha-usaha ini dapat membantu mengurangi keluhan dan mencegah penurunan fungsi jantung yang semakin tidak terkontrol,usaha-usaha membantu mengurangi keluhan mencegah penurunan fungsi jantung terkontrol
160,161,24,"Beberapa hal di bawah ini dapat diusahakan untuk membantu proses perawatan di rumah, seperti Hindari stres, Cukupi makanan sehat, Kontrol penyakit lain yang ada, Tidur yang cukup, Mobilisasi sesuai anjuran dokter Demikian info yang bisa kami sampaikan",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Beberapa hal di bawah ini dapat diusahakan untuk membantu proses perawatan di rumah, seperti Hindari stres, Cukupi makanan sehat, Kontrol penyakit lain yang ada, Tidur yang cukup, Mobilisasi sesuai anjuran dokter Demikian info yang bisa kami sampaikan",beberapa hal di bawah ini dapat diusahakan untuk membantu proses perawatan di rumah seperti hindari stres cukupi makanan sehat kontrol penyakit lain yang ada tidur yang cukup mobilisasi sesuai anjuran dokter demikian info yang bisa kami sampaikan,diusahakan membantu proses perawatan rumah hindari stres cukupi makanan sehat kontrol penyakit tidur mobilisasi sesuai anjuran dokter info
161,162,24,Terima kasih,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Terima kasih,terima kasih,terima kasih
162,163,25,"Hallo Dok, sya mau tanya kalau jantung bengkak apakah konsumsi air putih ada btasnya ?",q,f,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Hallo Dok, saya mau tanya kalau jantung bengkak apakah konsumsi air putih ada btasnya ?",hallo dok saya mau tanya kalau jantung bengkak apakah konsumsi air putih ada btasnya ,hallo dok jantung bengkak konsumsi air putih btasnya
163,164,26,"Alo Mukarsih, Terima kasih atas pertanyaannya",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Alo Mukarsih, Terima kasih atas pertanyaannya",alo mukarsih terima kasih atas pertanyaannya,alo mukarsih terima kasih pertanyaannya
164,165,26,"Jantung bengkak seringkali dikaitkan dengan kondisi gagal jantung, yaitu di mana terjadi ganggun pada jantung sehingga jantung tidak dapat memompa darah ke seluruh tubuh secara maksimal",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jantung bengkak seringkali dikaitkan dengan kondisi gagal jantung, yaitu di mana terjadi ganggun pada jantung sehingga jantung tidak dapat memompa darah ke seluruh tubuh secara maksimal",jantung bengkak seringkali dikaitkan dengan kondisi gagal jantung yaitu di mana terjadi ganggun pada jantung sehingga jantung tidak dapat memompa darah ke seluruh tubuh secara maksimal,jantung bengkak seringkali dikaitkan kondisi gagal jantung ganggun jantung jantung memompa darah tubuh maksimal
165,166,26,"Hal ini dapat menyebabkan penumpukan cairan pada tubuh, dan apabila cairan tersebut terlalu banyak, akan muncul gejala seperti bengkak, peningkatan berat badan, dan sesak napas",a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Hal ini dapat menyebabkan penumpukan cairan pada tubuh, dan apabila cairan tersebut terlalu banyak, akan muncul gejala seperti bengkak, peningkatan berat badan, dan sesak napas",hal ini dapat menyebabkan penumpukan cairan pada tubuh dan apabila cairan tersebut terlalu banyak akan muncul gejala seperti bengkak peningkatan berat badan dan sesak napas,menyebabkan penumpukan cairan tubuh cairan muncul gejala bengkak peningkatan berat badan sesak napas
166,167,26,"Konsumsi cairan dari luar, seperti air putih dan minuman lainnya, serta makanan yang kaya akan air pun dapat berperan dalam peningkatan cairan di tubuh ini",a,f,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Konsumsi cairan dari luar, seperti air putih dan minuman lainnya, serta makanan yang kayak akan air pun dapat berperan dalam peningkatan cairan di tubuh ini",konsumsi cairan dari luar seperti air putih dan minuman lainnya serta makanan yang kayak akan air pun dapat berperan dalam peningkatan cairan di tubuh ini,konsumsi cairan air putih minuman makanan kayak air berperan peningkatan cairan tubuh
167,168,26,"Oleh karena itu, penderita gagal jantung sebaiknya memonitor cairan yang dikonsumsinya",a,f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Oleh karena itu, penderita gagal jantung sebaiknya memonitor cairan yang dikonsumsinya",oleh karena itu penderita gagal jantung sebaiknya memonitor cairan yang dikonsumsinya,penderita gagal jantung memonitor cairan dikonsumsinya
168,169,26,"Hal ini juga tergantung dari derajat gagal jantung yang dimiliki seperti sudah seberapa parah ketidakmampuan jantung untuk memompa darah, serta obat apa saja yang dikonsumsi sekarang ini",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hal ini juga tergantung dari derajat gagal jantung yang dimiliki seperti sudah seberapa parah ketidakmampuan jantung untuk memompa darah, serta obat apa saja yang dikonsumsi sekarang ini",hal ini juga tergantung dari derajat gagal jantung yang dimiliki seperti sudah seberapa parah ketidakmampuan jantung untuk memompa darah serta obat apa saja yang dikonsumsi sekarang ini,tergantung derajat gagal jantung dimiliki parah ketidakmampuan jantung memompa darah obat dikonsumsi
169,170,26,"Seringkali penderita gagal jantung yang belum parah tidak harus membatasi asupan cairannya, akan tetapi pada kasus lanjut, ia harus membatasi cairan sekitar 1,5-2 liter per harinya, termasuk cairan yang dikonsumsinya selain dari air putih (makanan, buah dan sayur yang kaya akan air, sup-supan, dll)",a,f,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Seringkali penderita gagal jantung yang belum parah tidak harus membatasi asupan cairannya, akan tetapi pada kasus lanjut, ia harus membatasi cairan sekitar 1,5-2 liter per harinya, termasuk cairan yang dikonsumsinya selain dari air putih (makanan, buah dan sayur yang kayak akan air, sup-supan, dll)",seringkali penderita gagal jantung yang belum parah tidak harus membatasi asupan cairannya akan tetapi pada kasus lanjut ia harus membatasi cairan sekitar 15-2 liter per harinya termasuk cairan yang dikonsumsinya selain dari air putih makanan buah dan sayur yang kayak akan air sup-supan dll,seringkali penderita gagal jantung parah membatasi asupan cairannya membatasi cairan 15-2 liter harinya cairan dikonsumsinya air putih makanan buah sayur kayak air sup-supan dll
170,171,26,"Sebaiknya, lakukanlah konsultasi ke dokter spesialis jantung yang merawat Anda, sebagaimana dokter mengerti kondisi medis yang dialami berdasarkan riwayat keluhan, hasil pemeriksaan fisik, dan hasil pemeriksaan penunjang seperti USG jantung",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Sebaiknya, lakukanlah konsultasi ke dokter spesialis jantung yang merawat Anda, sebagaimana dokter mengerti kondisi medis yang dialami berdasarkan riwayat keluhan, hasil pemeriksaan fisik, dan hasil pemeriksaan penunjang seperti USG jantung",sebaiknya lakukanlah konsultasi ke dokter spesialis jantung yang merawat anda sebagaimana dokter mengerti kondisi medis yang dialami berdasarkan riwayat keluhan hasil pemeriksaan fisik dan hasil pemeriksaan penunjang seperti usg jantung,lakukanlah konsultasi dokter spesialis jantung merawat dokter mengerti kondisi medis dialami berdasarkan riwayat keluhan hasil pemeriksaan fisik hasil pemeriksaan penunjang usg jantung
171,172,26,Semoga informasi ini bermanfaat ya,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Semoga informasi ini bermanfaat ya,semoga informasi ini bermanfaat ya,semoga informasi bermanfaat ya
172,173,26,Salam,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Salam,salam,salam
173,174,27,"Malam dpk, maaf izin bertanya untuk penanganan gagal jantung itu bisa dengan minum susu sapi ga sih?",q,f,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Malam dpk, maaf izin bertanya untuk penanganan gagal jantung itu bisa dengan minum susu sapi enggak sih?",malam dpk maaf izin bertanya untuk penanganan gagal jantung itu bisa dengan minum susu sapi enggak sih,malam dpk maaf izin penanganan gagal jantung minum susu sapi sih
174,175,28,"halo, terima kasih sudah bertanya kepada alodokter, saya dr Ainul",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"halo, terima kasih sudah bertanya kepada alodokter, saya dari Ainul",halo terima kasih sudah bertanya kepada alodokter saya dari ainul,halo terima kasih alodokter ainul
175,176,28,"gagal jantung merupakan kondisi yang disebabkan karena jantung mengalami masalah pada saat memompa darah, kekutan jantung untuk memompa berkurang dan darah yang dipoma berkurang karena darah masih berada disirkulasi",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gagal jantung merupakan kondisi yang disebabkan karena jantung mengalami masalah pada saat memompa darah, kekutan jantung untuk memompa berkurang dan darah yang dipoma berkurang karena darah masih berada disirkulasi",gagal jantung merupakan kondisi yang disebabkan karena jantung mengalami masalah pada saat memompa darah kekutan jantung untuk memompa berkurang dan darah yang dipoma berkurang karena darah masih berada disirkulasi,gagal jantung kondisi disebabkan jantung mengalami memompa darah kekutan jantung memompa berkurang darah dipoma berkurang darah disirkulasi
176,177,28,Gagal jantung dapat dibagi menjadi gagal jantung kanan dan gagal jantung kiri,a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gagal jantung dapat dibagi menjadi gagal jantung kanan dan gagal jantung kiri,gagal jantung dapat dibagi menjadi gagal jantung kanan dan gagal jantung kiri,gagal jantung dibagi gagal jantung kanan gagal jantung kiri
177,178,28,gagal jantung kanan lebih cenderung pasien tidak bergejala akan tetapi banyak tanda-tanda ditemukan oleh dokter saat melakukan pemeriksaan fisik,a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gagal jantung kanan lebih cenderung pasien tidak bergejala akan tetapi banyak tanda-tanda ditemukan oleh dokter saat melakukan pemeriksaan fisik,gagal jantung kanan lebih cenderung pasien tidak bergejala akan tetapi banyak tanda-tanda ditemukan oleh dokter saat melakukan pemeriksaan fisik,gagal jantung kanan cenderung pasien bergejala tanda-tanda ditemukan dokter pemeriksaan fisik
178,179,28,"sementara pada gagal jantung kiri pasien mengeluh sesak saat aktivitas, sesak pada malam hari",a,f,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"sementara pada gagal jantung kiri pasien mengeluh sesak saat aktivitas, sesak pada malam hari",sementara pada gagal jantung kiri pasien mengeluh sesak saat aktivitas sesak pada malam hari,gagal jantung kiri pasien mengeluh sesak aktivitas sesak malam
179,180,28,"gagal jantung kanan dapat dicetuskan oleh penyakit pada paru, jaringan pada otot jantung yang mengalami masalah",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gagal jantung kanan dapat dicetuskan oleh penyakit pada paru, jaringan pada otot jantung yang mengalami masalah",gagal jantung kanan dapat dicetuskan oleh penyakit pada paru jaringan pada otot jantung yang mengalami masalah,gagal jantung kanan dicetuskan penyakit paru jaringan otot jantung mengalami
180,181,28,"pengobatan yang dapat dilakukan dengan mengobati penyakit yang mendasari terjadinya gagal jantung kanan, mengeleminasi pemicu terjadinnya gagal jantung seperti garam, infeksi, gangguan irama jantung ( aritmia), dan pemberian obat-obatan untuk meningkatkan kualitas jantung",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"pengobatan yang dapat dilakukan dengan mengobati penyakit yang mendasari terjadinya gagal jantung kanan, mengeleminasi pemicu terjadinnya gagal jantung seperti garam, infeksi, gangguan irama jantung ( aritmia), dan pemberian obat-obatan untuk meningkatkan kualitas jantung",pengobatan yang dapat dilakukan dengan mengobati penyakit yang mendasari terjadinya gagal jantung kanan mengeleminasi pemicu terjadinnya gagal jantung seperti garam infeksi gangguan irama jantung  aritmia dan pemberian obat-obatan untuk meningkatkan kualitas jantung,pengobatan mengobati penyakit mendasari gagal jantung kanan mengeleminasi pemicu terjadinnya gagal jantung garam infeksi gangguan irama jantung aritmia pemberian obat-obatan meningkatkan kualitas jantung
181,182,28,pemberian minum susu sapi tidak ada kaitannya dengan pengobatan yang dilakukan,a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,pemberian minum susu sapi tidak ada kaitannya dengan pengobatan yang dilakukan,pemberian minum susu sapi tidak ada kaitannya dengan pengobatan yang dilakukan,pemberian minum susu sapi kaitannya pengobatan
182,183,28,"pengobatan dapat dilakukan dengan pemberian obat yang dapat menurunkan cairan yang ditubuh, meningkatkan kontraktilitas jantung dan juga meningkatkan aliran darah ke jantung",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"pengobatan dapat dilakukan dengan pemberian obat yang dapat menurunkan cairan yang ditubuh, meningkatkan kontraktilitas jantung dan juga meningkatkan aliran darah ke jantung",pengobatan dapat dilakukan dengan pemberian obat yang dapat menurunkan cairan yang ditubuh meningkatkan kontraktilitas jantung dan juga meningkatkan aliran darah ke jantung,pengobatan pemberian obat menurunkan cairan ditubuh meningkatkan kontraktilitas jantung meningkatkan aliran darah jantung
183,184,28,"pada penderita gagal jantung sebaiknya menhindari asupan garam yang berlebihan, batasi konsumsi kafein, dan juga hindari paparan asap rokok",a,f,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"pada penderita gagal jantung sebaiknya menhindari asupan garam yang berlebihan, batasi konsumsi kafein, dan juga hindari paparan asap rokok",pada penderita gagal jantung sebaiknya menhindari asupan garam yang berlebihan batasi konsumsi kafein dan juga hindari paparan asap rokok,penderita gagal jantung menhindari asupan garam batasi konsumsi kafein hindari paparan asap rokok
184,185,28,Untuk informasi lebih lanjut sebaiknya berkonsultasi dengan dokter jantung,a,f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Untuk informasi lebih lanjut sebaiknya berkonsultasi dengan dokter jantung,untuk informasi lebih lanjut sebaiknya berkonsultasi dengan dokter jantung,informasi berkonsultasi dokter jantung
185,186,28,semoga membantu,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,semoga membantu,semoga membantu,semoga membantu
186,187,29,"Permisi dok izin bertanya, om saya umur 50 tahun di diagnosa gagal jantung",q,f,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Permisi dok izin bertanya, om saya umur 50 tahun di diagnosa gagal jantung",permisi dok izin bertanya om saya umur 50 tahun di diagnosa gagal jantung,permisi dok izin om umur 50 diagnosa gagal jantung
187,188,29,"Pada pemeriksaan EKG nya didapatkan gelombang qrs membasar, itu maksudnya apa ya dok? Terimakasih",q,f,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"Pada pemeriksaan EKG nya didapatkan gelombang qrs membasar, itu maksudnya apa ya dok? Terimakasih",pada pemeriksaan ekg nya didapatkan gelombang qrs membasar itu maksudnya apa ya dok terimakasih,pemeriksaan ekg nya didapatkan gelombang qrs membasar maksudnya ya dok terimakasih
188,189,30,"Alo Maulana, terima kasih sudah bertanya",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Alo Maulana, terima kasih sudah bertanya",alo maulana terima kasih sudah bertanya,alo maulana terima kasih
189,190,30,Gagal jantung merupakan tahap akhir dari berbagai masalah jantung,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gagal jantung merupakan tahap akhir dari berbagai masalah jantung,gagal jantung merupakan tahap akhir dari berbagai masalah jantung,gagal jantung tahap jantung
190,191,30,"Pada dasarnya semua penyakit pada jantung, apapun bentuknya, bila tidak diatasi dini, akan dapar berujung pada gagal jantung",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pada dasarnya semua penyakit pada jantung, apapun bentuknya, bila tidak diatasi dini, akan dapar berujung pada gagal jantung",pada dasarnya semua penyakit pada jantung apapun bentuknya bila tidak diatasi dini akan dapar berujung pada gagal jantung,dasarnya penyakit jantung apapun bentuknya diatasi dapar berujung gagal jantung
191,192,30,Jantung sudah tidak mampu lagi memompa sejumlah volume darah yang cukup untuk memenuhi kebutuhan jaringan tubuh,a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jantung sudah tidak mampu lagi memompa sejumlah volume darah yang cukup untuk memenuhi kebutuhan jaringan tubuh,jantung sudah tidak mampu lagi memompa sejumlah volume darah yang cukup untuk memenuhi kebutuhan jaringan tubuh,jantung memompa volume darah memenuhi kebutuhan jaringan tubuh
192,193,30,Fungsi pompa jantung sudah sangat menurun akibat otot jantung yang rusak,a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fungsi pompa jantung sudah sangat menurun akibat otot jantung yang rusak,fungsi pompa jantung sudah sangat menurun akibat otot jantung yang rusak,fungsi pompa jantung menurun akibat otot jantung rusak
193,194,30,Jantung sebagian besar terdiri dari sel otot,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jantung sebagian besar terdiri dari sel otot,jantung sebagian besar terdiri dari sel otot,jantung sel otot
194,195,30,"Bagian jantung yang memompakan darah ke seluruh tubuh dan paru, disebut denganventrikel",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bagian jantung yang memompakan darah ke seluruh tubuh dan paru, disebut denganventrikel",bagian jantung yang memompakan darah ke seluruh tubuh dan paru disebut denganventrikel,jantung memompakan darah tubuh paru denganventrikel
195,196,30,"Pada gagal jantung, ventrikel umumnya sudah sangat menurun fungsinya",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pada gagal jantung, ventrikel umumnya sudah sangat menurun fungsinya",pada gagal jantung ventrikel umumnya sudah sangat menurun fungsinya,gagal jantung ventrikel menurun fungsinya
196,197,30,"Pada pemeriksaan EKG, direkam kerja listrik jantung dalam tiap denyut",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Pada pemeriksaan EKG, direkam kerja listrik jantung dalam tiap denyut",pada pemeriksaan ekg direkam kerja listrik jantung dalam tiap denyut,pemeriksaan ekg direkam kerja listrik jantung denyut
197,198,30,Saat jantung memompa akan terlihat gelombang pada EKG,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Saat jantung memompa akan terlihat gelombang pada EKG,saat jantung memompa akan terlihat gelombang pada ekg,jantung memompa gelombang ekg
198,199,30,Gelombang QRS adalah gelombang yang menggambarkan kerja ventrikel jantung,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gelombang QRS adalah gelombang yang menggambarkan kerja ventrikel jantung,gelombang qrs adalah gelombang yang menggambarkan kerja ventrikel jantung,gelombang qrs gelombang menggambarkan kerja ventrikel jantung
