id_text,id_forum,text,type,tagger,pasien,usia_pasien,penyakit,gejala,kapan,periode,tindakan,outcome,pertanyaan,pembuka,penyebab,prakondisi,objek,penutup,referensi,artikel,observasi
126,21,"Malam dok,,hari ini saya dapat kabar kali anak saya yg berusia 16tahun menderita gagal jantung,dan ada pembengkakan di kedua kakinya",q,f,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,21,"apakah masih bisa sembuh dok,,apa yg harus saya lakukan dok,,mohon maaf dok,karena anak saya berada jauh dari saya dok,,dia ada di Jogja dan saya di tangerang",q,f,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
128,22,"Hai, Ervina Terima kasih atas pertanyaannya di Alodokter",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129,22,Gagal jantung adalah kondisi lemahnya pompa jantung sehingga pompa jantung tidak cukup mengalirkan darah ke seluruh tubuh,a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,22,"Gagal jantung dapat disebabkan oleh kelainan anatomi jantung, hipertensi, anemia, dan lain-lain",a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,22,"Gejala yang paling sering muncul pada gagal jantung adalah sesak napas, sering merasa lelah, pembengkakan kaki, sering terbangun malam hari saat sedang tidur karena sesak, tidak mampu berjalan jauh atau menaiki tangga, dan lain-lain",a,f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,22,Gejala ini muncul secara bertahap,a,f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133,22,Prinsip pengobatan gagal jantung adalah mengurangi gejala dan membantu meningkatkan kekuatan jantung,a,f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,22,Sangat sulit untuk mengembalikan fungsi jantung seperti semula,a,f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,22,Obat-obatan untuk mengurangi gejala sebaiknya terus dikonsumsi sesuai dengan anjuran dokter,a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
136,22,"Pasien diharapkan bisa menerapkan gaya hidup sehat, mengurangi konsumsi garam (agar tidak hipertensi), menjaga berat badan ideal, membatasi aktivitas berat, rajin berolah raga ringan, dan disarankan memeriksakan diri rutin ke dokter",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
137,22,"Pada setiap penderita gagal jantung, kondisinya dapat berbeda-beda",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,22,"Saran dari saya, sebaiknya Anda berkonsultasi secara langsung dengan dokter yang telah memeriksa anak Anda terutama terkait program pengobatannya",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
139,22,Semoga membantu,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,23,"Maaf dokter saya mau tanya ,Ibu berusia 62 tahun memiliki penyakit Gagal jantung",q,f,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
141,23,kadang denyutnya di bawah 60/menit,q,f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,23,apakah detak jantung di bawah 60 kali per menit itu bahaya???,q,f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143,23,apa Efek sampingnya???,q,f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,23,Terima kasih Dokter,q,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,24,"Salam Alodokter, Terima kasih sudah bertanya di Alodokter",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
146,24,"Adanya riwayat gagal jantung yang dialami ibu Anda, dengan detak jantung di bawah 60x/menit merupakan kondisi payah jantung dengan bradikardi",a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147,24,"Bradikardi sebagai gambaran dimana detak jantung pasien kurang dari 60x/menit, yang berimplikasi terhadap suplai darah untuk tubuh pasien",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,24,"Bila suplai darah menurun, maka fungsi sistem tubuh juga akan terganggu",a,f,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149,24,"Oleh karena itu, adanya gagal jantung dan bradikardia perlu ditangani oleh dokter jantung seoptimal mungkin untuk mencegah komplikasi yang tidak diharapkan",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
150,24,"Pada umumnya, detak jantung manusia yang normal berkisar 60-100x permenit",a,f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151,24,Bila detak jantung manusia lebih dari 100x/menit disebut juga dengan takikardia,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,24,Sedangkan bila detak jantung kurang dari 60x/menit disebut juga bradikardia,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,24,"Pasien dengan bradikardia dapat terjadi secara normal sebagai respon tubuh untuk menyesuaikan diri terhadap kondisi klinisnya, seperti pada olah ragawan, dimana detak jantung olah ragawan dapat berada di bawah 60x/menit namun hal ini normal untuk dia",a,f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,24,"Sedangkan pada manusia secara umum, detak jantung dibawah 60x/menit akan memberikan dampak klinis yang bermakna bagi pasien, seperti Pusing, Sakit kepala, Keringat dingin, Sesak nafas, Pucat, Pingsan, Lemas Keluhan-keluhan ini muncul karena tubuh tidak dapat mengkompensasi kurangnya suplai oksigen atau darah pada saat detak jantung berada di bawah normal",a,f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,24,"Sehingga, setiap sistem tubuh akan memberikan respon yang tidak nyaman bagi pasien sampai pingsan",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,24,"Sedangkan penyebab dari bradikardia dapat dipicu oleh Penyakit jantung, serangan jantung, Kalium darah berlebihan, Efek samping obat, Tekanan darah rendah, Hipotiroidisme atau kadar hormon tiroid yang rendah Dengan demikian, adanya bradikardia yang terjadi seperti yang dialami oleh orang tua Anda kemungkinan dipicu oleh adanyasatu atau beberapa kondisi diatas atau mungkin dipicu oleh adanya penyakit jantung yang pernah dan sampai sekarang mungkin mengganggu",a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
157,24,Semakin menurunnya fungsi jantung dalam menjalankan fungsinya menyebabkan detak jantung menurun dan dapat berbahaya bagi pasien bila hal ini tidak terkontrol dengan baik,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,24,"Bila bradikardia tidak terkontrol dengan baik atau tidak ditangani dengan baik dapat menyebabkan Sesak nafas, Gagal jantung, Nyeri dada/chest pain, Sinkop Sehingga bila saat ini dokter menyatakan adanya gagal jantung dengan bradikardia, maka fungsi jantung sudah semakin menurun dengan segala penyertanya, dan risiko ini perlu dievaluasi secara berkala dan perlu kiranya mengikuti terus anjuran dan rekomendasi dari dokter yang merawat ibu Anda",a,f,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
159,24,Diskusikan dengan dokter yang merawat ibu Anda berkaitan dengan usaha perawatan mandiri yang perlu dilakukan dan usaha apa saja untuk membantu mengurangi beban jantung berlebihan,a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
160,24,Usaha-usaha ini dapat membantu mengurangi keluhan dan mencegah penurunan fungsi jantung yang semakin tidak terkontrol,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,24,"Beberapa hal di bawah ini dapat diusahakan untuk membantu proses perawatan di rumah, seperti Hindari stres, Cukupi makanan sehat, Kontrol penyakit lain yang ada, Tidur yang cukup, Mobilisasi sesuai anjuran dokter Demikian info yang bisa kami sampaikan",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
162,24,Terima kasih,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,25,"Hallo Dok, sya mau tanya kalau jantung bengkak apakah konsumsi air putih ada btasnya ?",q,f,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164,26,"Alo Mukarsih, Terima kasih atas pertanyaannya",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,26,"Jantung bengkak seringkali dikaitkan dengan kondisi gagal jantung, yaitu di mana terjadi ganggun pada jantung sehingga jantung tidak dapat memompa darah ke seluruh tubuh secara maksimal",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,26,"Hal ini dapat menyebabkan penumpukan cairan pada tubuh, dan apabila cairan tersebut terlalu banyak, akan muncul gejala seperti bengkak, peningkatan berat badan, dan sesak napas",a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,26,"Konsumsi cairan dari luar, seperti air putih dan minuman lainnya, serta makanan yang kaya akan air pun dapat berperan dalam peningkatan cairan di tubuh ini",a,f,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
168,26,"Oleh karena itu, penderita gagal jantung sebaiknya memonitor cairan yang dikonsumsinya",a,f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169,26,"Hal ini juga tergantung dari derajat gagal jantung yang dimiliki seperti sudah seberapa parah ketidakmampuan jantung untuk memompa darah, serta obat apa saja yang dikonsumsi sekarang ini",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,26,"Seringkali penderita gagal jantung yang belum parah tidak harus membatasi asupan cairannya, akan tetapi pada kasus lanjut, ia harus membatasi cairan sekitar 1,5-2 liter per harinya, termasuk cairan yang dikonsumsinya selain dari air putih (makanan, buah dan sayur yang kaya akan air, sup-supan, dll)",a,f,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
171,26,"Sebaiknya, lakukanlah konsultasi ke dokter spesialis jantung yang merawat Anda, sebagaimana dokter mengerti kondisi medis yang dialami berdasarkan riwayat keluhan, hasil pemeriksaan fisik, dan hasil pemeriksaan penunjang seperti USG jantung",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
172,26,Semoga informasi ini bermanfaat ya,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173,26,Salam,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,27,"Malam dpk, maaf izin bertanya untuk penanganan gagal jantung itu bisa dengan minum susu sapi ga sih?",q,f,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
175,28,"halo, terima kasih sudah bertanya kepada alodokter, saya dr Ainul",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176,28,"gagal jantung merupakan kondisi yang disebabkan karena jantung mengalami masalah pada saat memompa darah, kekutan jantung untuk memompa berkurang dan darah yang dipoma berkurang karena darah masih berada disirkulasi",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,28,Gagal jantung dapat dibagi menjadi gagal jantung kanan dan gagal jantung kiri,a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,28,gagal jantung kanan lebih cenderung pasien tidak bergejala akan tetapi banyak tanda-tanda ditemukan oleh dokter saat melakukan pemeriksaan fisik,a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,28,"sementara pada gagal jantung kiri pasien mengeluh sesak saat aktivitas, sesak pada malam hari",a,f,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,28,"gagal jantung kanan dapat dicetuskan oleh penyakit pada paru, jaringan pada otot jantung yang mengalami masalah",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,28,"pengobatan yang dapat dilakukan dengan mengobati penyakit yang mendasari terjadinya gagal jantung kanan, mengeleminasi pemicu terjadinnya gagal jantung seperti garam, infeksi, gangguan irama jantung ( aritmia), dan pemberian obat-obatan untuk meningkatkan kualitas jantung",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
182,28,pemberian minum susu sapi tidak ada kaitannya dengan pengobatan yang dilakukan,a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
183,28,"pengobatan dapat dilakukan dengan pemberian obat yang dapat menurunkan cairan yang ditubuh, meningkatkan kontraktilitas jantung dan juga meningkatkan aliran darah ke jantung",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
184,28,"pada penderita gagal jantung sebaiknya menhindari asupan garam yang berlebihan, batasi konsumsi kafein, dan juga hindari paparan asap rokok",a,f,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
185,28,Untuk informasi lebih lanjut sebaiknya berkonsultasi dengan dokter jantung,a,f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186,28,semoga membantu,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
187,29,"Permisi dok izin bertanya, om saya umur 50 tahun di diagnosa gagal jantung",q,f,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188,29,"Pada pemeriksaan EKG nya didapatkan gelombang qrs membasar, itu maksudnya apa ya dok? Terimakasih",q,f,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
189,30,"Alo Maulana, terima kasih sudah bertanya",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
190,30,Gagal jantung merupakan tahap akhir dari berbagai masalah jantung,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,30,"Pada dasarnya semua penyakit pada jantung, apapun bentuknya, bila tidak diatasi dini, akan dapar berujung pada gagal jantung",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,30,Jantung sudah tidak mampu lagi memompa sejumlah volume darah yang cukup untuk memenuhi kebutuhan jaringan tubuh,a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
193,30,Fungsi pompa jantung sudah sangat menurun akibat otot jantung yang rusak,a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194,30,Jantung sebagian besar terdiri dari sel otot,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,30,"Bagian jantung yang memompakan darah ke seluruh tubuh dan paru, disebut denganventrikel",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,30,"Pada gagal jantung, ventrikel umumnya sudah sangat menurun fungsinya",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,30,"Pada pemeriksaan EKG, direkam kerja listrik jantung dalam tiap denyut",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,30,Saat jantung memompa akan terlihat gelombang pada EKG,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,30,Gelombang QRS adalah gelombang yang menggambarkan kerja ventrikel jantung,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,30,Gelombang QRS yang melebar menandakan fungsi ventrikel yang terganggu dan wajar ditemukan pada kondisi gagal jantung,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,30,Hal yang terbaik saat ini adalah kontrol teratur dan patuhi anjuran dokter dengan tepat,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,30,Ketidak patuhan mengakibatkan seseorang dengan gagal jantung akan menurun dengan cepat kondisinya,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,30,Semoga informasi ini bermanfaat,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204,30,Salam,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,31,Dok saya ingin bertanya yang dimaksud dengan diastolik grade 1 itu apa,q,f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206,32,"Alo, terimakasih sudah bertanya ke Alodokter",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207,32,Perkenalkan saya dr Rio akan menjawab pertanyaan anda,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,32,Tekanandiastolikadalah tekanan darah pada saat jantung sedang berelaksasi atau beristirahat,a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,32,"Untuk pertanyaan yang anda ajukan sepertinya kurang lengkap, namun saya akan coba untuk memberikan sedikit gambaran",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,32,Mungkin yang anda maksudkan adalah disfungsi diastolik grade 1,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,32,Kondisi ini merupakan salah satu jenis dari gagal jantung kongestif,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,32,"Gagal jantung kongestif secara garis besar dibedakan menjadi dua yaitu disfungsi sistolik, dan disfungsi diastolik",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,32,Disfungsi sistolik terjadi ketika otot jantung tidak berkontraksi dengan baik sehingga darah tidak terpompa keseluruh tubuh,a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,32,"Disfungsi diastolik terjadi ketika kontraksi jantung normal, namun ventrikel / serambi mengalami gangguan sehingga darah yang masuk ke jantung tidak maksimal",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,32,"Itu adalah penjabaran singkat, untuk informasi lebih jelasnya anda bisa berkonsultasi ke dokter jantung",a,f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,32,"Sekian jawaban yang dapat saya berikan, terimakasih banyak :)",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
217,33,Sakit nyeri dada sebelah kiri disertai tangan dingin hingga kuku berwarna biru,q,f,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
218,33,Berapa kali rasa seperti jantung terhentak,q,f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,34,"Alo, terimakasih atas pertanyaannya",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
220,34,"Jantung yang terasa bagai terhentak bisa wajar terjadi saat Anda kaget atau takut berlebihan, terlalu banyak mengkonsumsi minuman berkafein atau bersoda, serta mengkonsumsi stimulan dan beberapa jenis obat tertentu",a,f,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
221,34,"Akan tetapi, bisa juga keluhan seperti ini muncul karena suatu penyakit, misalnya: Gangguan jantung, seperti kelainan irama jantung, serangan jantung, gagal jantung, lemah jantung Gangguan psikis, seperti gangguan cemas berlebih, serangan panik, fobia spesifik, gangguan psikosomatis Lain-lain, seperti gastroesophageal reflux disease, alergi, gangguan keseimbangan elektrolit (terutama kalium, natrium, kalsium, magnesium), alkoholisme, penyalahgunaan narkoba, anemia, hipotensi, hipoglikemia, gangguan hormon, dan sebagainya Jika sesuai dengan judul Anda, dimana keluhan ini muncul disertai nyeri dada kiri, tangan dingin, dan kuku kebiruan, bisa jadi kondisi Anda mengarah ke gangguan jantung",a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,34,"Namun, untuk memastikan kondisi ini, perlu dilakukan pemeriksaan langsung oleh dokter, bahkan terkadang perlu juga dilakukan rekam jantung, rontgen, tes darah, dan tes penunjang lainnya",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
223,34,"Sebab itu, baiknya periksakan langsung diri Anda ke dokter atau dokter penyakit dalam ya",a,f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,34,"Sementara ini, agar keluhan membaik, Anda bisa tidur lebih awal dan lebih teratur, jauhi minuman berkafein dan beralkohol, jangan juga sembarangan meminum stimulan, olahraga setiap 1-2 hari sekali dengan durasi minimal 30 menit persesi, perbanyak relaksasi agar tidak stres atau panik berlebihan, kompres hangat dada Anda, makan yang sering porsi kecil-kecil, serta jangan sembarangan minum obat tanpa saran dokter",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
225,34,Semoga membantu ya,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226,35,"Halo dok saya ingin bertanya, ayah saya masuk ICU 3 bulan yang lalu, diagnosis awal menyatakan ayah saya terkena penyakit jantung koroner, dan setelah pulang ayah saya harus rutin kontrol, kontrol pertama diagnosis nya masih jantung koroner nah setelah kontrol kedua itu terkena penyakit gagal jantung, mengapa bisa begitu ya dok? Tapi ayah saya tidak pernah mengalami pembengkakan di kaki atau daerah tubuh lain, hanya saya suka sesak dada nya mohon penjelasan nya dok",q,f,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
227,36,"Halo, terimasih telah bertanya di Alodokter",a,f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
228,36,Penyakit jantung koroner adalah kondisi medis yang mana terdapat sumbatan pada pembuluh darah arteri jantung yang terjadi akibat adanya penumpukan lemak pada dinding pembuluh darah,a,f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,36,Sumbatan yang terjadi dapat mengganggu aliran darah dan pasokan oksigen ke otot jantung yang menyebabkan terjadinya serangan jantung,a,f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,36,Penyakit gagal jantung merupakan kondisi dimana terjadi penurunan fungsi pompa jantung dlam menjalankan fungsinya untuk memompa dan mengalirjkan darah ke seluruh tubuh,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,36,Salah satu penyebab tersering terjadinya gagal jantung adalah penyakit jantung koroner,a,f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
232,36,Mekanisme yang mendasari adalah sumbatan atau penyempitan pembuluh darah koroner tersebut mengakibatkan terjadinya kerusakan atau kematian otot jantung sehingga berdampak pada kemampuan pompa jantung yang juga menurun/melemah,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,36,"Selain itu beberapa yang dapat menjadi penyebab timbulnya gagal jantung antara lain: hipertensi, diabetes mellitus, kelainan katup jantung, kelainan otot jantung, penakit jantung bawaan, radang otot jantung, dll",a,f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234,36,Penyakit gagal jantung sendiri dapat bervariasi tergantung dari lokasi kerusakan otot jantung yang terjadi atau keterlibatan dari pembuluh jantung yang mengalami sumbatan (penyakit jantung koroner) sehinga dapat di kategorikan menjadi gagal jantung kanan atau gagal jantung kiri yang gejalanya pun dapat berbeda antara kedua jenis gagal jantung tersebut dan gejala gagal jantung tidak semata-mata berupa bengkak pada tungkai,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235,36,"Gejala gagal jantung dapat berupa sesak nafas, mudah lelah, sesak terutama dipengaruhi posisi dan lebih berat bila dalam posisi telentang, batuk terutama malam hari, cemas, gelisah, berat badan naik derastis, dll",a,f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
236,36,"Terlepas dari beberapa gejala yang mungkikn di timbulkan, penegakan diagnosis gagal jantung membutuhkan evaluasi yang mendalam mulai dari wawancara medis dalam penggalian informasi, dan pemeriksaan isik secara langsung serta pemeriksaan penunjang berupa echocardiografi atau USG jantung maupun pemeriksaan penunjang lainnya",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,36,"Oleh sebba itu, untuk mendapatkna informasi yang lebih lengkap dan sesuai dengan kondisi medis ayah anda, akan lebih baik bila anda dapat berkonsultasi secara langsung dengan dokter spesialis janutng yang sebelumnya telah merawat ayah anda",a,f,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
238,36,"Sekian informasi dari saya, semoga membantu",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
239,37,"Halo Dokter, Saya mengalami serangan jantung dan pasang ring hampir 3 bulan yang lalu, di RS Harapan Kita",q,f,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
240,37,Saat itu diketahui melalui Echo bahwa pompa jantung 30%,q,f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
241,37,"Saat keluar RS, termasuk setelah kontrol pertama (di RS yang sama), salah satu obat yang saya konsumsi adalah Concor 1,25 mg ",q,f,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
242,37,"Pada kontrol kedua, di rumah sakit lain, Concor diganti dengan Bisoprolol 2,5 mg",q,f,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
243,37,"Dokternya menjelaskan bahwa memang seperti itu caranya, dosis Concor/Bisoprolol perlu dinaikkan perlahan agar bekerja dengan lebih baik",q,f,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
244,37,"Namun pada kontrol ketiga, kembali di RS Harapan Kita, saya kembali diberikan Concor 1,25 mg",q,f,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
245,37,"Pertanyaan saya, apakah kenaikan dosis seperti yang dijelaskan oleh dokter di kontrol kedua adalah hal yang umum/wajib? Pasalnya, saya agak khawatir dokter di kontrol ke-3 kurang fokus membaca riwayat obat saya",q,f,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
246,37,Terima kasih,q,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
247,38,"Alo Radia, Kedua obat yang Anda sebutkan merupakan obat golongan beta blocker yang menghambat reseptor adrenergikβ1 dan digunakan untuk menangani penurunan fungsi jantung seperti pada gagal jantung",a,f,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
248,38,"Selain itu, obat ini juga dapat digunakan untuk penderita hipertensi dan atrial fibrilasi",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,38,Obat ini memiliki anjuran dosis yang berbeda-beda tergantung dari indikasi penggunaan obat tersebut,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,38,"Berdasarkan informasi yang Anda sampaikan, yaitu adanya penurunan fungsi pompa jantung menjadi 30%, maka penggunaan obat ini dilakukan berdasarkan indikasi adanya gagal jantung yang terkompensasi",a,f,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
251,38,"Pada gagal jantung, obat ini diberikan dengan dosis awal 1,25 mg yang diminum sekali sehari",a,f,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
252,38,Obat ini akan dinaikkan secara perlahan-lahan sampai mencapai target dosis 10 mg per harinya,a,f,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
253,38,"Namun pada pasien-pasien tertentu seperti penderita gangguan fungsi ginjal dan hati, obat ini dimulai dari dosis 2,5 mg dan dinaikkan secara hati-hati",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,38,"Adapun peningkatan dosis ini dilakukan hanya dengan anjuran dokter, dan peningkatan dosis ini dapat dilakukan dalam jangka panjang",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255,38,"Jangan menaikkan atau menghentikan dosis obat secara tiba-tiba atau tanpa saran dari dokter, sehingga sebaiknya Anda menghubungi dokter mengenai modifikasi dosis ini atau saat kunjungan kontrol berikutnya",a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
256,38,Semoga informasi ini dapat membantu,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,38,Salam,a,f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
258,39,"Hallo dok saya ingin bertanya, ayah saya mengidap penyakit jantung membesar dan saat ini sedang dalam masa pengobatan",q,f,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
259,39,"Namun akhir - akhir ini ayah saya sering banget sesak nafas dok, dan juga kaki ayah saya bengkak dok",q,f,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
